price,first_name,last_name,above_100
109.03727963458523,William,Dixon,True
262.52465219225206,Kristen,Horn,True
187.00725827774068,Kimberly,Chang,True
283.17464763656955,Mary,Ball,True
143.8715816881791,Benjamin,Craig,True
61.508991352851325,Cathy,Werner,False
48.63730910375835,Brandon,Bell,False
12.389464788592939,Paul,Farley,False
151.59544716874203,Sarah,Mcdaniel,True
75.62152102993683,Caroline,Anderson,False
147.02940469082753,Carl,Jones,True
244.18565270607758,Scott,Lee,True
17.864270321996845,Kaylee,Coleman,False
215.53728302426862,Charles,Parker,True
38.359970628717974,Susan,Hess,False
204.18254858412087,Kiara,Collier,True
165.8514289408149,Scott,Martinez,True
30.301445064472407,Christopher,Ortega,False
243.17249105103508,Michael,Russell,True
287.4932856123935,Dwayne,Johnson,True
180.23442574473592,Patty,Smith,True
99.79911841562617,Deanna,Sherman,False
161.76889080563518,Douglas,Francis,True
18.649876721417435,Vicki,Diaz,False
244.91198356198336,Robin,Phillips,True
141.4988254107795,Travis,Rice,True
50.00303730985961,Ashley,Rocha,False
80.48182457363063,Sarah,Jacobson,False
98.91531394497848,Kayla,Shannon,False
220.62821774950515,Sean,Wang,True
49.16869151205603,Richard,Estrada,False
150.12378419766594,Joseph,Torres,True
18.84343770225838,Kim,Jones,False
269.18402994297986,Melissa,Tanner,True
64.31251721074351,Jackson,Cline,False
296.2155012166741,Sonya,Foster,True
15.390831703593,Allen,Williams,False
95.22843715592121,Thomas,Rivera,False
296.82440753934657,Jamie,Silva,True
92.50052419128963,Kathleen,Moore,False
169.22892925664138,Evelyn,Pineda,True
106.7990952132163,Kyle,Peters,True
49.101998173197686,Anthony,Cruz,False
122.95569856549317,Eric,Flores,True
254.49526058922797,Anna,Richardson,True
47.59652591777343,Gary,Harper,False
115.36278154605293,Linda,Johnson,True
87.97994845806541,Melissa,Smith,False
135.02304134412356,Kristen,Floyd,True
192.14913546689587,William,Diaz,True
134.90529389051355,Benjamin,Smith,True
216.29104632060702,David,Glenn,True
271.6144998802729,Dawn,Jones,True
14.494919799933415,Joel,Smith,False
268.6758682473656,Larry,Grimes,True
121.7750468474434,Joseph,Arnold,True
241.6216391420153,Kyle,Long,True
261.54605742206627,Brittany,Day,True
63.51303580081721,Bobby,Ward,False
254.07557711297557,Thomas,Lee,True
101.48873523428664,Jennifer,Hansen,True
176.09191738609584,Lisa,Murray,True
273.23034094310503,Meghan,Wade,True
84.88856949195045,Tammie,Brooks,False
264.07466519472524,Maria,Bell,True
130.34844264841078,Allison,Livingston,True
17.342763790337447,Chris,Hays,False
78.93257699026059,Courtney,Mitchell,False
188.02192560020146,Shawn,White,True
225.01982371477402,Taylor,Gomez,True
200.72482076620912,Jeremy,Rodriguez,True
66.24555967130416,April,Garcia,False
15.497387859732205,Zachary,Watts,False
206.82125465342602,Sarah,Montoya,True
89.18615989096851,Jennifer,Barker,False
72.3577270367147,Sharon,Garza,False
196.3793220138052,Tiffany,Stevens,True
93.69836737933716,Ruben,Armstrong,False
271.16228201716683,Jeffrey,Spencer,True
247.85960710449834,Nicole,Ramsey,True
277.93248205609933,Anne,Roy,True
285.6616404970253,Lori,Sanchez,True
126.85021100807128,Allison,Chavez,True
36.470408936676726,Marcus,Adams,False
16.315071974183017,Mary,Smith,False
178.45767424473252,Joseph,Reed,True
26.045257464740853,Jason,Armstrong,False
88.47561283959318,Jeff,Armstrong,False
247.83952552279044,Sean,Shields,True
104.7423079789625,Jessica,Allison,True
99.11707916707049,Christian,Grant,False
180.35355894236386,Edward,Watson,True
142.09011596094248,Derrick,Cooke,True
235.96697489958774,Arthur,Hall,True
139.45079943481065,Sean,Patrick,True
127.39257340710478,Heather,Collins,True
107.86244506859772,Megan,Gomez,True
114.67092535958612,William,Hale,True
8.608441013604939,Olivia,Thompson,False
18.858274333009923,Lori,Torres,False
214.93218067750684,Vickie,Hernandez,True
40.31993270151361,Kimberly,Brown,False
182.8545498809053,Sherry,Meza,True
44.116117044254466,Phillip,Hansen,False
28.686943288269372,Jeanette,Knight,False
27.63036397054156,Kayla,Hanson,False
284.42905543555884,James,Johnston,True
53.72799273817649,John,Porter,False
93.6807568419092,Elizabeth,Reyes,False
77.0062435699163,Kristen,Henry,False
160.34015926115842,Claudia,Anderson,True
18.71038619331413,Nicholas,Webb,False
206.04210681966842,Allison,Cooper,True
280.7741314675942,Zachary,Barnes,True
265.97658083058303,Gregory,Hill,True
16.511638988306093,Terry,Ayers,False
290.4095460874849,Jessica,Wilson,True
190.32919165960308,Daniel,Frazier,True
218.250508277542,Brian,Welch,True
123.18344273633505,Carol,Chavez,True
214.35031737281642,Ethan,Mcdonald,True
57.547863563924366,Gerald,Martinez,False
59.879264225985686,Eric,King,False
110.94631320914492,Sylvia,Walters,True
64.46710142329968,Jonathan,Lane,False
180.2628702175462,Matthew,Turner,True
30.51584180732109,Jeffrey,Bauer,False
54.90193650996717,Jessica,Shaffer,False
251.37528306509915,Chris,Spencer,True
236.0529878684694,Mary,Clarke,True
105.98348156256873,Timothy,Mendoza,True
182.3436990317387,Alicia,Hoffman,True
144.809134447454,Joseph,Gardner,True
297.94964055273493,Rachael,Rangel,True
194.27163383508275,Jeffrey,Harrington,True
158.54312598904266,Sophia,Randolph,True
275.87191674948485,Debbie,Freeman,True
201.77496567973785,Matthew,Braun,True
268.3748401506698,Sheri,Hudson,True
204.07857538584167,Mary,King,True
155.06806482630742,Beth,Davis,True
193.90632444973315,Margaret,Castillo,True
172.28304096219406,Tommy,Sandoval,True
46.554352989801856,Christopher,Hines,False
208.35969686386207,Richard,Wright,True
278.52308864414647,Michael,Brown,True
134.18950975303386,Nathan,Yu,True
248.89213816817463,Cameron,Ford,True
265.3745758879461,Carla,Hayes,True
136.09257765126094,Marissa,Matthews,True
237.1592416495993,Samuel,Thompson,True
168.94476842778406,Gary,Figueroa,True
146.88868490813215,Michael,West,True
140.34005756647483,Martin,Walton,True
8.667301583326669,Zachary,Lee,False
67.01185632582161,Christopher,Stephenson,False
117.72424575203449,Eric,Ortiz,True
56.23964364259615,Kara,Pittman,False
295.93918116436095,Andrew,Cowan,True
259.0397505024356,Rhonda,Moss,True
92.82627713649636,Sarah,Williams,False
236.24728881254813,Carolyn,Collins,True
135.27017938989422,Larry,Mooney,True
294.25806990582436,Laura,Livingston,True
84.58145758338813,Candace,Mckenzie,False
124.7464542613423,Candace,Wallace,True
218.43180413366082,Jason,White,True
89.01176825909228,Patricia,Reynolds,False
244.47171060446053,Michael,Ellison,True
238.45609669548043,Melissa,Robles,True
109.62647170853651,Heidi,Fry,True
163.95738564855034,James,Smith,True
48.45811846912089,Charles,Ruiz,False
9.144974190597543,Stephanie,Green,False
106.61920386744845,Stacey,Garcia,True
206.36350632142344,Glenda,Burke,True
104.0523689923793,Zachary,Alvarez,True
2.448211505515752,Rachel,Shaw,False
269.62368497596617,Carmen,Beard,True
186.9035774579524,Tony,Daniels,True
70.74105982483371,Randy,Mora,False
128.9497508227403,George,Aguirre,True
297.04056394395474,James,Miller,True
17.306221558812595,Jacqueline,Williams,False
121.28989032735632,April,Taylor,True
131.62377790455037,Robert,Johnson,True
280.97065059718244,Gary,White,True
192.7758756466007,Kim,Lowe,True
136.34155637165566,Samantha,Jones,True
16.301049650545718,Randy,Lozano,False
6.903795237740217,Arthur,Chavez,False
162.60669447005415,Melissa,Miller,True
282.50210661508714,Leslie,Mccormick,True
63.2180240393211,Carlos,Rubio,False
86.53219265932694,David,York,False
7.6386454053409825,Gabriella,Anthony,False
117.85417195127266,Olivia,Poole,True
74.67047227866091,Wayne,Wilson,False
267.3988136432793,Elizabeth,Moore,True
33.45339810287007,Janice,Campbell,False
63.64156781774781,Julie,Johnson,False
189.03920909845044,Misty,Cantrell,True
109.01383568593417,Robert,Soto,True
60.84957659066811,Brenda,Cowan,False
259.5112156610179,Kelly,Guerrero,True
19.4852485825076,David,Nichols,False
186.23562833792442,Kayla,Taylor,True
125.47721261358778,Antonio,Garcia,True
186.58982946523628,Tyler,Cisneros,True
158.81727732036828,Jillian,Crawford,True
132.7746811247699,Karl,Pierce,True
276.9621962173069,Joann,Taylor,True
59.128582081586295,Jennifer,Jenkins,False
78.87073418065538,Nancy,Brown,False
120.84287574591565,Emma,Munoz,True
141.02986218926173,Shawn,Galloway,True
213.08212039609552,Melissa,Mcguire,True
125.39615596333384,Bryan,Chavez,True
256.1537305026925,Fernando,Salazar,True
251.34779847880935,Megan,Moore,True
175.20972501819077,Robert,Williams,True
29.450432640090238,Dennis,Sanford,False
154.8076505334469,Kimberly,Herrera,True
289.10493534380265,Gloria,Potts,True
8.470995351489764,Suzanne,Barnett,False
44.557973904375906,Leah,Myers,False
13.453416021299347,Kylie,Thomas,False
50.55321552469607,Amanda,Murphy,False
282.3634970875721,Christopher,Matthews,True
52.283997665936184,Nicole,Parks,False
205.4899694679927,Bobby,Martin,True
121.17110156585184,Kevin,Chambers,True
250.28807417853676,Kimberly,Lawson,True
101.88811233293558,Rachel,Lopez,True
219.38450883405247,Christopher,Clay,True
0.30019335994085905,Daniel,Martin,False
66.55747013586088,William,Taylor,False
111.29328197700804,Steven,Johnson,True
80.5775678926165,Daniel,Miller,False
187.63154082557503,Taylor,Bryant,True
194.79263119102959,Lauren,Jones,True
22.737646859159213,Lindsey,Robertson,False
168.33349750521316,Allison,Thomas,True
216.1870445736053,Vernon,Bishop,True
132.91852598876127,Susan,Parsons,True
210.39608628043945,Brady,Snyder,True
174.69835667191742,Brent,Mcgrath,True
278.6080180649334,Peter,Smith,True
248.12282335223,Deborah,Fox,True
147.42740743180875,Heather,Collins,True
102.79774717187095,Phillip,Meyers,True
275.40083640481305,Nicholas,Hubbard,True
62.31681444320775,Misty,Ramirez,False
85.87388958460392,Scott,Johnson,False
253.4674787231029,Jay,Nixon,True
61.197165218284425,Tony,Hall,False
41.49264584158212,Taylor,Smith,False
70.49794435636787,Mark,Reynolds,False
155.48545325374747,Marilyn,Christensen,True
185.45160104146026,Denise,Atkins,True
228.0025996700991,Melissa,Gonzales,True
229.66288757903408,Henry,Hoffman,True
59.527535181546405,Daisy,Davenport,False
122.71316985988042,Christopher,Paul,True
148.20105162583087,Kevin,Craig,True
122.14404521392821,Natalie,Coleman,True
130.84356621069006,Jeremy,Strickland,True
162.61525338967425,Gary,Bonilla,True
236.59571642368752,Amanda,Richards,True
245.1757227990263,Heidi,Perez,True
174.69223455356223,Robert,Johnson,True
183.83632122355647,Gary,Mills,True
16.12083718443007,Chelsea,Caldwell,False
223.2774175401916,John,Frye,True
220.4122321530476,Michael,Strong,True
85.7827975219131,Christopher,Delgado,False
253.45561825480598,Whitney,Wallace,True
59.68320226018208,Rebecca,Martinez,False
116.96346526147707,Marissa,Mccoy,True
38.99584409323927,Ricky,Kerr,False
249.9213404326384,Anna,Campbell,True
73.38808728545419,Marie,Walters,False
38.22288302142398,Robert,Martin,False
162.28026194930808,Marc,Davis,True
159.37943283852357,James,Dixon,True
186.16024273670712,Vicki,Ramirez,True
161.2338436440011,Krista,Campbell,True
170.2123273334216,Lauren,Patterson,True
290.2581555729941,Megan,Clark,True
219.58882554041398,Judy,Zimmerman,True
210.78418587544644,Joseph,Williams,True
210.66028991914436,Lori,Acevedo,True
275.6331762919653,William,Taylor,True
248.98404166326145,Dawn,Snyder,True
80.68353707250292,Jennifer,Simmons,False
163.80090017535008,Alyssa,Nunez,True
63.928004824648646,Robert,Black,False
239.23966830924962,Julia,Young,True
227.25063517083808,Melinda,Barnes,True
154.13418355563863,Brett,Armstrong,True
246.0040721964782,Erik,Stevenson,True
34.80089307788611,Daniel,George,False
197.70203950528594,Lindsey,Jones,True
227.42559145706585,Virginia,Lopez,True
92.88318048748691,Andrew,Brown,False
264.83260935725133,Donna,Lowery,True
6.313985182948612,Alexis,Andrade,False
47.74032516054749,Alyssa,Pierce,False
38.26768696182315,Tara,Johnson,False
162.05943217458181,Michael,Brady,True
51.92414008935029,James,Rhodes,False
42.433333922056505,Pamela,Scott,False
170.94982482253798,Martin,Ward,True
107.69157184330523,Kristina,Hernandez,True
87.1800419106335,Robert,Bush,False
214.3895724880069,Rebecca,Larson,True
190.5200180237414,Brittany,Watson,True
249.7287912514065,Ryan,Ramirez,True
87.64996993182648,Edward,Burns,False
31.738420344070374,John,Prince,False
107.66259919776722,Ashley,Boyer,True
61.695454203113286,James,Dean,False
268.2800093904237,Natalie,Gordon,True
136.20781301562315,Ryan,Smith,True
54.296397135686725,Stephen,Thompson,False
96.25442517413536,William,Delgado,False
124.92920800129251,Brian,Johnson,True
216.60564294988416,James,Patel,True
145.43424673621442,Allen,Rogers,True
277.6656815323848,Aimee,Reyes,True
255.2153532198499,Susan,Williams,True
108.6205221556892,Edward,Griffin,True
296.5003089408694,Debra,Baker,True
279.93711740258726,Yvette,Kramer,True
270.89722410924776,Alyssa,Williams,True
173.02428331069592,John,Cunningham,True
86.51917139139056,Dana,Gilbert,False
146.15155779396392,Stephen,Henry,True
137.9824935007853,Bradley,James,True
16.830030435585858,Melinda,Peters,False
213.542398367175,Robert,Goodman,True
195.96307990880481,Leslie,Moore,True
270.794728795214,Sarah,Gray,True
258.5062772657286,Amy,Haynes,True
184.42515197173316,Gary,Dean,True
224.53614166006957,Jonathan,Duran,True
124.66944953610624,Elizabeth,Ruiz,True
196.35989586878728,Caitlin,Lewis,True
10.44317525383308,Micheal,Blackburn,False
159.95197311799956,Sheryl,Mccarthy,True
150.91226788427025,Lisa,Smith,True
247.5606457184945,Jared,Juarez,True
217.3328584696009,Brett,Castro,True
175.30221837335125,Jessica,Murray,True
16.259139624906208,Austin,Coffey,False
3.856762052262908,Shelly,Jacobs,False
298.7423280960961,Elizabeth,Logan,True
128.08149674209776,Cody,Anderson,True
256.0528759915511,Kayla,Wood,True
157.96361688869047,Paul,Singh,True
245.2433071605521,James,Mays,True
244.59149818432581,Thomas,Moore,True
299.60400695104124,Linda,Pacheco,True
66.323118079241,Jenny,Clark,False
223.49659809806417,Patrick,Guzman,True
229.48733097035625,Scott,Peters,True
23.099272291969648,John,Stevenson,False
154.68058259535485,Kristina,Brooks,True
63.38787526628624,Nancy,Aguilar,False
132.73295362216254,Robert,Brown,True
255.95815772602117,Jessica,Williams,True
290.59448058900983,David,Brown,True
242.56453996893262,Dorothy,Munoz,True
76.09246622090241,Jason,Lawson,False
167.96983139949685,James,Hall,True
46.081471226854134,Patricia,Carpenter,False
64.36052626619745,Jeff,Cardenas,False
19.189450361745703,Michelle,Johnson,False
17.34021423630535,Frank,Madden,False
291.42926528925824,George,Tanner,True
40.653285809712465,Dylan,Johnson,False
282.4817646766954,Pamela,King,True
